Job Title,Company,Location,Salary,Experience,Posted Date,Job URL,Salary_num,City
Business Development Executive,BHARATPI LABS PRIVATE LIMITED,Bangalore,"₹ 5,00,000",1,7,https://internshala.com/job/detail/business-development-executive-job-in-bangalore-at-bharatpi-labs-private-limited1767175880,5.0,Bangalore
Senior Fashion Designer,Doll Muse,Mumbai(Hybrid),"₹ 5,00,000",1,7,https://internshala.com/job/detail/senior-fashion-designer-job-in-mumbai-at-doll-muse1767165556,5.0,Mumbai(Hybrid)
Junior Social Media Marketing Executive,IGrowth Media,Ahmedabad,"₹ 5,00,000",0,1,https://internshala.com/job/detail/fresher-junior-social-media-marketing-executive-job-in-ahmedabad-at-igrowth-media1767077895,5.0,Ahmedabad
Operations Associate,"Founders Match (London, United Kingdom)",Work from home,"₹ 5,00,000",1,2,https://internshala.com/job/detail/remote-operations-associate-job-at-founders-match1767676224,5.0,Work from home
Senior Content Writer,ESEO Solutions,Gurgaon,"₹ 5,00,000",1,1,https://internshala.com/job/detail/senior-content-writer-job-in-gurgaon-at-eseo-solutions1766736117,5.0,Gurgaon
Human Resources (HR) Manager,Arthshashtri Corporate Services LLC,Jaipur,"₹ 5,00,000",1,3,https://internshala.com/job/detail/human-resources-hr-manager-job-in-jaipur-at-arthshashtri-corporate-services-llc1765176608,5.0,Jaipur
Corporate Sales Specialist,Solar Power Vistar Cooperative Society,"Indore,Khargone(Hybrid)","₹ 4,90,000 - 12,50,000",1,2,https://internshala.com/job/detail/corporate-sales-specialist-job-in-multiple-locations-at-solar-power-vistar-cooperative-society1766572833,4.0,Indore
Associate Telecaller,Oneinsurance,Hyderabad,"₹ 4,90,000 - 5,60,000",0,7,https://internshala.com/job/detail/fresher-associate-telecaller-job-in-hyderabad-at-oneinsurance1767166174,4.0,Hyderabad
Telecaller,Iqoniqe Consulting Pvt Ltd,Bangalore,"₹ 4,86,000 - 9,50,000",0,3,https://internshala.com/job/detail/fresher-telecaller-job-in-bangalore-at-iqoniqe-consulting-pvt-ltd1765313585,4.0,Bangalore
Business Development Executive,Capabl (from Elite Techno Groups),Work from home,"₹ 4,80,001 - 8,80,000",1,3,https://internshala.com/job/detail/remote-business-development-executive-job-at-capabl-from-elite-techno-groups1764925035,4.0,Work from home
International Sales UK/ UAE,BrightCHAMPS,Bangalore,"₹ 4,80,000 - 18,00,000",0,3,https://internshala.com/job/detail/fresher-international-sales-uk-uae-job-in-bangalore-at-brightchamps1765184207,4.0,Bangalore
E-commerce Executive,Animind Care Private Limited,Gurgaon,"₹ 4,80,000 - 9,60,000",1,2,https://internshala.com/job/detail/e-commerce-executive-job-in-gurgaon-at-animind-care-private-limited1766353180,4.0,Gurgaon
Software Developer,Peklenc,Noida(Hybrid),"₹ 4,80,000 - 8,40,000",0,0,https://internshala.com/job/detail/fresher-software-developer-job-in-noida-at-peklenc1767764281,4.0,Noida(Hybrid)
B2B Sales Associate,BeyondChats,Mumbai(Hybrid),"₹ 4,80,000 - 8,40,000",1,2,https://internshala.com/job/detail/b2b-sales-associate-job-in-mumbai-at-beyondchats1766386126,4.0,Mumbai(Hybrid)
Associate Content Writer,Ummeed Child Development Center,Mumbai,"₹ 4,80,000 - 7,56,000",0,3,https://internshala.com/job/detail/fresher-associate-content-writer-job-in-mumbai-at-ummeed-child-development-center1765856586,4.0,Mumbai
IT Sales Executive,Sparkmile Private Limited,"Delhi,Gurgaon(Hybrid)","₹ 4,80,000 - 7,20,000",1,1,https://internshala.com/job/detail/it-sales-executive-job-in-multiple-locations-at-sparkmile-private-limited1767701088,4.0,Delhi
Sales Associate,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,1,https://internshala.com/job/detail/remote-sales-associate-job-at-primepathway1767701925,4.0,Work from home
Corporate Sales Specialist,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,5,https://internshala.com/job/detail/remote-corporate-sales-specialist-job-at-primepathway1767359331,4.0,Work from home
Sales Specialist,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,5,https://internshala.com/job/detail/remote-sales-specialist-job-at-primepathway1767359250,4.0,Work from home
Sales Associate,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,7,https://internshala.com/job/detail/remote-sales-associate-job-at-primepathway1767185243,4.0,Work from home
Corporate Sales Specialist,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,7,https://internshala.com/job/detail/remote-corporate-sales-specialist-job-at-primepathway1767184976,4.0,Work from home
Sales Specialist,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,1,https://internshala.com/job/detail/remote-sales-specialist-job-at-primepathway1767012589,4.0,Work from home
Corporate Sales Associate,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,1,https://internshala.com/job/detail/remote-corporate-sales-associate-job-at-primepathway1766753643,4.0,Work from home
Corporate Sales Associate,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,2,https://internshala.com/job/detail/remote-corporate-sales-associate-job-at-primepathway1766555859,4.0,Work from home
Sales Associate,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,2,https://internshala.com/job/detail/remote-sales-associate-job-at-primepathway1766555645,4.0,Work from home
Business Development Specialist,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,2,https://internshala.com/job/detail/remote-business-development-specialist-job-at-primepathway1766492900,4.0,Work from home
Corporate Sales Executive,PrimePathway,Work from home,"₹ 4,80,000 - 7,20,000",1,2,https://internshala.com/job/detail/remote-corporate-sales-executive-job-at-primepathway1766492666,4.0,Work from home
Cinematographer,Commtel Networks Limited,"Navi Mumbai,Mumbai","₹ 4,80,000 - 7,00,000",1,3,https://internshala.com/job/detail/cinematographer-job-in-multiple-locations-at-commtel-networks-limited1765427509,4.0,Navi Mumbai
Digital Marketing Specialist,Airbow IT Services,Gandhinagar,"₹ 4,80,000 - 7,00,000",1,3,https://internshala.com/job/detail/digital-marketing-specialist-job-in-gandhinagar-at-airbow-it-services1765537452,4.0,Gandhinagar
Business Development Specialist,Ankit Sharma,Greater Noida,"₹ 4,80,000 - 6,00,000",1,1,https://internshala.com/job/detail/business-development-specialist-job-in-greater-noida-at-ankit-sharma1767693635,4.0,Greater Noida
Digital Marketing And Growth Executive,Nourish Nation Foundation,"Delhi,Gurgaon,Noida(Hybrid)","₹ 4,80,000 - 6,00,000",1,3,https://internshala.com/job/detail/digital-marketing-and-growth-executive-job-in-multiple-locations-at-nourish-nation-foundation1765315929,4.0,Delhi
QA Testing,Digital Heroes,Lucknow(Hybrid),"₹ 4,80,000 - 6,00,000",1,5,https://internshala.com/job/detail/qa-testing-job-in-lucknow-at-digital-heroes1767343299,4.0,Lucknow(Hybrid)
Junior Marketing Executive,Adharshila Associates,Gurgaon,"₹ 4,80,000 - 6,00,000",0,2,https://internshala.com/job/detail/fresher-junior-marketing-executive-job-in-gurgaon-at-adharshila-associates1766039601,4.0,Gurgaon
Assistant Finance Manager,Sunlight Sports Studio LLP,Hyderabad,"₹ 4,80,000 - 6,00,000",1,3,https://internshala.com/job/detail/assistant-finance-manager-job-in-hyderabad-at-sunlight-sports-studio-llp1765866639,4.0,Hyderabad
Digital Marketing And Growth Executive,Weekend Solutions,"Delhi,Gurgaon,Noida(Hybrid)","₹ 4,80,000 - 6,00,000",0,3,https://internshala.com/job/detail/fresher-digital-marketing-and-growth-executive-job-in-multiple-locations-at-weekend-solutions1765374574,4.0,Delhi
Human Resources (HR) Executive,Bora Classes,Pune,"₹ 4,80,000 - 5,80,000",1,7,https://internshala.com/job/detail/human-resources-hr-executive-job-in-pune-at-bora-classes1767199996,4.0,Pune
Customer Support Executive,Prolegion Private Limited,Jaipur,"₹ 4,80,000 - 5,50,000",1,3,https://internshala.com/job/detail/customer-support-executive-job-in-jaipur-at-prolegion-private-limited1765356249,4.0,Jaipur
Operations Associate,MMB Advisors Private Limited,"Navi Mumbai,Mumbai","₹ 4,80,000",1,1,https://internshala.com/job/detail/operations-associate-job-in-multiple-locations-at-mmb-advisors-private-limited1766741216,4.0,Navi Mumbai
Systems Software Developer,Vicharak Computers LLP,Surat,"₹ 4,80,000",0,1,https://internshala.com/job/detail/fresher-systems-software-developer-job-in-surat-at-vicharak-computers-llp1766814056,4.0,Surat
UI/UX Designer,Digital Heroes,Lucknow(Hybrid),"₹ 4,80,000",1,1,https://internshala.com/job/detail/ui-ux-designer-job-in-lucknow-at-digital-heroes1766746810,4.0,Lucknow(Hybrid)
Sales Associate,Learning Routes,Mumbai,"₹ 4,74,000 - 5,70,000",0,3,https://internshala.com/job/detail/fresher-sales-associate-job-in-mumbai-at-learning-routes1765522059,4.0,Mumbai
Civil Engineer,Yadukar Builders,"Amritsar,Bikaner","₹ 4,70,000",1,1,https://internshala.com/job/detail/civil-engineer-job-in-multiple-locations-at-yadukar-builders1766750192,4.0,Amritsar
Backend Developer,Peklenc,Noida(Hybrid),"₹ 4,60,000 - 8,40,000",0,0,https://internshala.com/job/detail/fresher-backend-developer-job-in-noida-at-peklenc1767764179,4.0,Noida(Hybrid)
Business Development Executive,InstaAstro,Noida,"₹ 4,60,000 - 7,40,000",1,2,https://internshala.com/job/detail/business-development-executive-job-in-noida-at-instaastro1767606209,4.0,Noida
Business Development Associate,NxtWave,Work from home,"₹ 4,60,000 - 6,00,000",0,3,https://internshala.com/job/detail/fresher-remote-business-development-associate-job-at-nxtwave1765515234,4.0,Work from home
Business Development Associate,NxtWave,Work from home,"₹ 4,60,000 - 6,00,000",0,3,https://internshala.com/job/detail/fresher-remote-business-development-associate-job-at-nxtwave1765447520,4.0,Work from home
Field Sales Manager,Tirupati Office Solutions,Gurgaon,"₹ 4,60,000 - 5,80,001",1,3,https://internshala.com/job/detail/field-sales-manager-job-in-gurgaon-at-tirupati-office-solutions1764160686,4.0,Gurgaon
Business Development Associate,Mepass,Ahmedabad,"₹ 4,60,000 - 5,80,000",1,2,https://internshala.com/job/detail/business-development-associate-job-in-ahmedabad-at-mepass1766480891,4.0,Ahmedabad
Tele Sales Associate,Hello Edge,Bangalore,"₹ 4,60,000 - 5,70,000",1,3,https://internshala.com/job/detail/tele-sales-associate-job-in-bangalore-at-hello-edge1765365863,4.0,Bangalore
Sales Executive,Social Recruit,Noida,"₹ 4,60,000 - 5,50,000",0,3,https://internshala.com/job/detail/fresher-sales-executive-job-in-noida-at-social-recruit1765857239,4.0,Noida
Digital Marketing Associate,Jungleworks,"Chandigarh,Mohali,Punjab","₹ 4,60,000 - 5,50,000",0,3,https://internshala.com/job/detail/fresher-digital-marketing-associate-job-in-multiple-locations-at-jungleworks1765356554,4.0,Chandigarh
Digital Marketing Manager (Female),Ez Decors,Lucknow(Hybrid),"₹ 4,60,000 - 5,40,000",0,7,https://internshala.com/job/detail/fresher-digital-marketing-manager-female-job-in-lucknow-at-ez-decors1767175557,4.0,Lucknow(Hybrid)
Business Development Associate,Social Recruit,Noida,"₹ 4,60,000 - 5,00,000",1,3,https://internshala.com/job/detail/business-development-associate-job-in-noida-at-social-recruit1765952249,4.0,Noida
Corporate Sales Executive,Social Recruit,"Delhi,Ghaziabad,Greater Noida,Noida","₹ 4,60,000 - 5,00,000",1,3,https://internshala.com/job/detail/corporate-sales-executive-job-in-multiple-locations-at-social-recruit1765954098,4.0,Delhi
Management Trainee - Sales,Oben Electric Vehicles Private Limited,"Hyderabad,Bangalore,Delhi,Mumbai","₹ 4,60,000",0,2,https://internshala.com/job/detail/fresher-management-trainee-sales-job-in-multiple-locations-at-oben-electric-vehicles-private-limited1766041114,4.0,Hyderabad
Academic Counsellor,NextMind Solutions,Work from home,"₹ 4,50,000 - 18,00,000",1,2,https://internshala.com/job/detail/remote-academic-counsellor-job-at-nextmind-solutions1767591375,4.0,Work from home
Business Development Associate,Polar AI,Work from home,"₹ 4,50,000 - 13,00,000",0,2,https://internshala.com/job/detail/fresher-remote-business-development-associate-job-at-polar-ai1766057851,4.0,Work from home
Business Development Associate,Masters' Union,Gurgaon,"₹ 4,50,000 - 13,00,000",1,3,https://internshala.com/job/detail/business-development-associate-job-in-gurgaon-at-masters-union1765797909,4.0,Gurgaon
Business Development Associate,NextMind Solutions,Bangalore,"₹ 4,50,000 - 12,00,000",1,2,https://internshala.com/job/detail/business-development-associate-job-in-bangalore-at-nextmind-solutions1766041485,4.0,Bangalore
Renewal Sales Manager,NextMind Solutions,Bangalore,"₹ 4,50,000 - 12,00,000",1,1,https://internshala.com/job/detail/renewal-sales-manager-job-in-bangalore-at-nextmind-solutions1766724612,4.0,Bangalore
Senior Search Engine Optimization (SEO) Associate,Sheikh Media,Work from home,"₹ 4,50,000 - 10,50,000",1,1,https://internshala.com/job/detail/remote-senior-search-engine-optimization-seo-associate-job-at-sheikh-media1766984212,4.0,Work from home
Telesales Associate,Rocket-Deals Private Limited,"Thane,Dombivli,Mumbai","₹ 4,50,000 - 9,20,000",0,2,https://internshala.com/job/detail/fresher-telesales-associate-job-in-multiple-locations-at-rocket-deals-private-limited1767676798,4.0,Thane
Software Developer,Nimblix Technologies,Bangalore,"₹ 4,50,000 - 9,00,000",0,1,https://internshala.com/job/detail/fresher-software-developer-job-in-bangalore-at-nimblix-technologies1766729040,4.0,Bangalore
Corporate Sales Associate,IIDE Education Private Limited,Mumbai,"₹ 4,50,000 - 8,50,000",1,3,https://internshala.com/job/detail/corporate-sales-associate-job-in-mumbai-at-iide-education-private-limited1765275347,4.0,Mumbai
Business Development Trainee,Nonex Solution Private Limited,Work from home,"₹ 4,50,000 - 8,50,000",0,1,https://internshala.com/job/detail/fresher-remote-business-development-trainee-job-at-nonex-solution-private-limited1766734185,4.0,Work from home
Software Developer,Riddhi Siddhi Career Point,Bangalore,"₹ 4,50,000 - 8,00,000",1,3,https://internshala.com/job/detail/software-developer-job-in-bangalore-at-riddhi-siddhi-career-point1765343000,4.0,Bangalore
Inside Sales Executive,ICPURE India Private Limited,Delhi,"₹ 4,50,000 - 7,80,000",0,5,https://internshala.com/job/detail/fresher-inside-sales-executive-job-in-delhi-at-icpure-india-private-limited1767338295,4.0,Delhi
Area Sales Manager,Gentech Healthcare Pvt. Ltd.,"Patiala,Chandigarh","₹ 4,50,000 - 7,50,000",1,0,https://internshala.com/job/detail/area-sales-manager-job-in-multiple-locations-at-gentech-healthcare-pvt-ltd1767800735,4.0,Patiala
Automation Executive,Nonex Solution Private Limited,Work from home,"₹ 4,50,000 - 7,50,000",0,3,https://internshala.com/job/detail/fresher-remote-automation-executive-job-at-nonex-solution-private-limited1766034244,4.0,Work from home
Corporate Sales Executive,MiM-Essay,Delhi,"₹ 4,50,000 - 7,20,000",1,3,https://internshala.com/job/detail/corporate-sales-executive-job-in-delhi-at-mim-essay1765890820,4.0,Delhi
IT Sales,CMT AI,Noida,"₹ 4,50,000 - 7,00,000",1,3,https://internshala.com/job/detail/it-sales-job-in-noida-at-cmt-ai1765882781,4.0,Noida
Community Head,QuickHyre,Hyderabad,"₹ 4,50,000 - 7,00,000",1,2,https://internshala.com/job/detail/community-head-job-in-hyderabad-at-quickhyre1766051029,4.0,Hyderabad
Business Development Specialist,WarpBay (4our Technologies Private Limited),Mumbai(Hybrid),"₹ 4,50,000 - 6,80,000",1,1,https://internshala.com/job/detail/business-development-specialist-job-in-mumbai-at-warpbay-4our-technologies-private-limited1767081726,4.0,Mumbai(Hybrid)
